Name,Structure Graph ID,ID,Ea (J/mol),A,RT_conductivity (S/m),SMILES,Cation Name,Anion Name,Cation SMILES,Anion SMILES,reference,source
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABZxGx,brllB,24954.58547,10202.33365,0.433113809,CCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Papovic, S.; Vranes, M.; Gadzuric, S. (2015) J. Chem. Thermodyn. 91, 360-368.",commercial source
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABiCtA,mtETT,29903.78368,38247.85391,0.220495293,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCCN1C=C[N+](=C1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Papovic, S.; Gadzuric, S.; Bester-Rogac, M.; Vranes, M. (2016) J. Chem. Thermodyn. 102, 367-377.",commercial source
"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",ABfReB,faiRV,31680.35112,81144.92691,0.2284521,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-butyl-2,3-dimethylimidazolium",bis(trifluoromethylsulfonyl)amide,CCCCN1C=C[N+](=C1C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Papovic, S.; Gadzuric, S.; Bester-Rogac, M.; Vranes, M. (2016) J. Chem. Thermodyn. 102, 367-377.",commercial source
"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",ABZxnD,TKymU,28519.78594,37998.27348,0.382856054,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium",bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Papovic, S.; Gadzuric, S.; Bester-Rogac, M.; Vranes, M. (2016) J. Chem. Thermodyn. 102, 367-377.",commercial source
1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,ABnWNT,aFLEl,32146.92269,57943.6114,0.135143446,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-methyl-3-octylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCCCCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Papovic, S.; Gadzuric, S.; Bester-Rogac, M.; Vranes, M. (2016) J. Chem. Thermodyn. 102, 367-377.",commercial source
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,ABXNZH,UYtTM,20830.07051,4047.032813,0.907116778,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C,CCCCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"Papovic, S.; Gadzuric, S.; Bester-Rogac, M.; Vranes, M. (2016) J. Chem. Thermodyn. 102, 367-377.",commercial source
"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide",ABchRt,LaNdN,32512.09062,129845.9246,0.261360252,CCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)F,"1,2-dimethyl-3-propylimidazolium",bis[(trifluoromethyl)sulfonyl]imide,CCC[n+]1ccn(C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)F,"Papovic, S.; Gadzuric, S.; Bester-Rogac, M.; Vranes, M. (2016) J. Chem. Thermodyn. 102, 367-377.",commercial source
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,ABdMNo,UsBPo,29915.26788,47594.48656,0.27310952,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium,bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(CCCC1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Papovic, S.; Vranes, M.; Tot, A.; Szilagyi, I.; Katana, B.; Alenezi, K.; Gadzuric, S. (2020) J. Chem. Eng. Data 65(1), 68-80.",commercial source
N-butyltropinium L-aspartate,ABLceY,PywOi,89555.3607,23917237891.0,4.88e-06,N[C@@H](CC(=O)O)C(=O)[O-].[H][C@]12CC[C@]([H])(C[C@H](O)C1)[N+]2(C)CCCC,N-butyltropinium,L-aspartate,N[C@@H](CC(=O)O)C(=O)[O-],C(C(C(=O)O)N)C(=O)O,"Peng, L.; Wang, Z.; Zhu, H.; Zeng, T.; Zhou, W.; Yao, S.; Song, H. (2021) J. Mol. Liq. 342, 116938.",synthesized by the authors
4-methyl-4-pentylmorpholinium N-cyanocyanamide,AAtryW,Sjfax,27629.84894,5608.58166,0.080917712,CCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,4-methyl-4-pentylmorpholinium,N-cyanocyanamide,CCCCC[N+]1(C)CCOCC1,N#C[N-]C#N,"Russina, O.; Caminiti, R.; Triolo, A.; Rajamani, S.; Melai, B.; Bertoli, A.; Chiappe, C. (2013) J. Mol. Liq. 187, 252-259.",synthesized by the authors
4-methyl-4-octylmorpholinium N-cyanocyanamide,ABBwEj,mpbwS,28386.8539,2361.417573,0.025103509,CCCCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,4-methyl-4-octylmorpholinium,N-cyanocyanamide,CCCCCCCC[N+]1(C)CCOCC1,N#C[N-]C#N,"Russina, O.; Caminiti, R.; Triolo, A.; Rajamani, S.; Melai, B.; Bertoli, A.; Chiappe, C. (2013) J. Mol. Liq. 187, 252-259.",synthesized by the authors
1-ethyl-3-methylpyridinium perfluoropentanoate,ABWEzw,UfgjK,35260.95883,180397.8102,0.119793928,CC[N+]1=CC=CC(=C1)C.C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)[O-],1-ethyl-3-methylpyridinium,perfluoropentanoate,CC[N+]1=CC=CC(=C1)C,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)[O-],"Vieira, N. S. M.; Luis, A.; Reis, P. M.; Carvalho, P. J.; Lopes-da-Silva, J. A.; Esperanca, J. M. S. S.; Araujo, J. M. M.; Rebelo, L. P. N.; Freire, M. G.; Pereiro, A. B. (2016) J. Chem. Thermodyn. 97, 354-361.",synthesized by the authors
1-decyl-3-methylimidazolium tetrafluoroborate,ABHhVu,gAEjY,127970.6675,1.02e+20,0.003859759,[B-](F)(F)(F)F.CCCCCCCCCCN1C=C[N+](=C1)C,1-decyl-3-methylimidazolium,tetrafluoroborate,CCCCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,"Vila, J.; Fernandez-Castro, B.; Rilo, E.; Carrete, J.; Dominguez-Perez, M.; Rodriguez, J. R.; Garcia, M.; Varela, L. M.; Cabeza, O. (2012) Fluid Phase Equilib. 320, 1-10.",commercial source
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ABchwx,nckPv,23868.76133,6088.306044,0.40053247,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Vranes, M.; Papovic, S.; Tot, A.; Zec, N.; Gadzuric, S. (2014) J. Chem. Thermodyn. 76, 161-171.",commercial source
1-butyl-3-methylimidazolium salicylate,ABBHCu,pRUJP,65697.25536,9236425948.0,0.028523469,CCCCN1C=C[N+](=C1)C.C1=CC=C(C(=C1)C(=O)O)[O-],1-butyl-3-methylimidazolium,salicylate,CCCCN1C=C[N+](=C1)C,C1=CC=C(C(=C1)C(=O)O)[O-],"Vranes, M.; Armakovic, S.; Tot, A.; Papovic, S.; Zec, N.; Armakovic, S.; Banic, N.; Abramovic, B.; Gadzuric, S. (2016) J. Chem. Thermodyn. 93, 164-171.",synthesized by the authors
1-(2-ethoxyethyl)-3-methylimidazolium acetate,AApKPw,NqiVG,43579.67953,10510071.07,0.243417217,CC(=O)[O-].CCOCC[n+]1ccn(C)c1,1-(2-ethoxyethyl)-3-methylimidazolium,acetate,CC(=O)[O-],CC(=O)[O-],"Wang, J.; Li, Y.; Liu, H.; Tong, J. (2022) J. Mol. Liq. 351, 118621.",synthesized by the authors
1-(2-ethoxyethyl)-3-methylimidazolium lactate,AAuylj,AvJQX,47362.88609,33033865.14,0.166294941,CC(O)C(=O)[O-].CCOCCn1cc[n+](C)c1,1-(2-ethoxyethyl)-3-methylimidazolium,lactate,CC(O)C(=O)[O-],CC(C(=O)[O-])O,"Wang, J.; Li, Y.; Liu, H.; Tong, J. (2022) J. Mol. Liq. 351, 118621.",synthesized by the authors
1-(2-ethoxyethyl)-3-methylimidazolium propanoate,AAruhC,tsvPy,54390.97969,596365269.7,0.176236049,CCC(=O)[O-].CCOCCn1cc[n+](C)c1,1-(2-ethoxyethyl)-3-methylimidazolium,propanoate,CCC(=O)[O-],CCC(=O)[O-],"wang, J.; Li, Y.; Guo, C.; Zhao, Y.; Tong, J. (2022) J. Mol. Liq. 349, 118200.",commercial source
1-(2-methoxyethyl)-3-methylimidazolium propanoate,AApKLy,zbYly,45620.63932,21865543.48,0.222292768,CCC(=O)[O-].COCCn1cc[n+](C)c1,1-(2-methoxyethyl)-3-methylimidazolium,propanoate,CCC(=O)[O-],CCC(=O)[O-],"wang, J.; Li, Y.; Guo, C.; Zhao, Y.; Tong, J. (2022) J. Mol. Liq. 349, 118200.",commercial source
1-(2-methoxyethyl)-3-methylimidazolium acetate,AAmaDQ,CxylS,39529.96031,2418879.437,0.286998384,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium,acetate,CC(=O)[O-],CC(=O)[O-],"wang, J.; Li, Y.; Guo, C.; Zhao, Y.; Tong, J. (2022) J. Mol. Liq. 349, 118200.",commercial source
1-butyl-3-methylimidazolium dicyanamide,AAnYjG,LLJXx,24743.16046,18920.17655,0.874721527,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,1-butyl-3-methylimidazolium,dicyanamide,CCCCN1C=C[N+](=C1)C,C(#N)NC#N,"Asenbauer, J.; Hassen, N. B.; McCloskey, B. D.; Prausnitz, J. M. (2017) Electrochim. Acta 247, 1038-1043.",commercial source
bis(diethylamino)(dimethylamino)cyclopropenium dicyanamide,ABDsRl,TofjZ,19775.43594,1948.278538,0.668269722,CCN(CC)c1c(N(CC)CC)[c+]1N(C)C.N#C[N-]C#N,bis(diethylamino)(dimethylamino)cyclopropenium,dicyanamide,CCN(CC)c1c(N(CC)CC)[c+]1N(C)C,C(#N)NC#N,"Curnow, O. J.; Polson, M. I. J.; Walst, K. J.; Yunis, R. (2018) RSC Adv. 8(50), 28313-28322.",synthesized by the authors
1-octylpyridinium bis((trifluoromethyl)sulfonyl)amide,ABmsed,fOmGK,32206.25168,32224.03459,0.073379505,CCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-octylpyridinium,bis((trifluoromethyl)sulfonyl)amide,CCCCCCCC[N+]1=CC=CC=C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Dzida, M.; Musial, M.; Zorebski, E.; Zorebski, M.; Jacquemin, J.; Goodrich, P.; Wojnarowska, Z.; Paluch, M. (2019) J. Mol. Liq. 278, 401-412.",synthesized by the authors
1-hexylpyridinium bis(trifluromethylsulfonyl)imide,ABhYBm,UoFnq,29136.86775,16389.4313,0.12874236,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexylpyridinium,bis(trifluromethylsulfonyl)imide,CCCCCC[N+]1=CC=CC=C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Dzida, M.; Musial, M.; Zorebski, E.; Zorebski, M.; Jacquemin, J.; Goodrich, P.; Wojnarowska, Z.; Paluch, M. (2019) J. Mol. Liq. 278, 401-412.",synthesized by the authors
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,ABcDLM,ornuz,26782.40155,11948.84847,0.242656104,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butylpyridinium,bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1=CC=CC=C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Dzida, M.; Musial, M.; Zorebski, E.; Zorebski, M.; Jacquemin, J.; Goodrich, P.; Wojnarowska, Z.; Paluch, M. (2019) J. Mol. Liq. 278, 401-412.",synthesized by the authors
1-ethyl-3-methylimidazolium bromide,AAkmTS,lKMqQ,27506.73554,23655.26664,0.358664283,CCN1C=C[N+](=C1)C.[Br-],1-ethyl-3-methylimidazolium,bromide,CCN1C=C[N+](=C1)C,[Br-],"Every, H. A.; Bishop, A. G.; MacFarlane, D. R.; Oradd, G.; Forsyth, M. (2004) Phys. Chem. Chem. Phys. 6(8), 1758-1765.",synthesized by the authors
2-methylpyridinium triflate,AAuohk,ZowWw,24112.05904,8050.676404,0.48011728,Cc1cccc[nH+]1.O=S(=O)([O-])C(F)(F)F,2-methylpyridinium,triflate,Cc1cccc[nH+]1,C(F)(F)(F)S(=O)(=O)[O-],"Hasani, M.; Amin, S. A.; Yarger, J. L.; Davidowski, S. K.; Angell, C. A. (2019) J. Phys. Chem. B 123(8), 1815-1821.",synthesized by the authors
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,ABabds,gunWL,21948.86603,3195.29675,0.456060302,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium,bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(CCCC1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Huang, Q.; Loureno, T. C.; Costa, L. T.; Zhang, Y.; Maginn, E. J.; Gurkan, B. (2019) J. Phys. Chem. B 123(2), 516-527.",commercial source
1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,ACIwcZ,hmbDZ,34315.62181,119525.5824,0.116222312,CCCC[N+]1(CCCC1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,1-butyl-1-methylpyrrolidinium,tris(pentafluoroethyl)trifluorophosphate,CCCC[N+]1(CCCC1)C,C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,"Kang, C. S. M.; Zhang, X.; MacFarlane, D. R. (2019) J. Phys. Chem. C 123(35), 21376-21385.",commercial source
lithium bis((trifluoromethyl)sulfonyl)amide,ABDKGa,iuusn,58830.37941,116935.0285,5.76e-06,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,lithium,bis((trifluoromethyl)sulfonyl)amide,[Li],C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"Kubota, K.; Tamaki, K.; Nohira, T.; Goto, T.; Hagiwara, R. (2010) Electrochim. Acta 55(3), 1113-1119.",commercial source
"N-butyl-N,N-dimethyl-N-ethylammonium bis(trifluoromethanesulfonyl)amide",ABavep,kzjQh,24735.10531,3455.657396,0.160282677,CCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-butyl-N,N-dimethyl-N-ethylammonium",bis(trifluoromethanesulfonyl)amide,CCCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Le, L. T.M.; Vo, T. D.; Ngo, K. H.P.; Okada, S.; Alloin, F.; Garg, A.; Le, P. M.L. (2018) J. Mol. Liq. 271, 769-777.",synthesized by the authors
"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",ABYLaO,KkMqp,24702.69745,5018.607821,0.235839799,CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethyl-1-propanaminium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCC[N+](C)(C)CC,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Le, L. T.M.; Vo, T. D.; Ngo, K. H.P.; Okada, S.; Alloin, F.; Garg, A.; Le, P. M.L. (2018) J. Mol. Liq. 271, 769-777.",synthesized by the authors
1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,ABZTgF,oGxEx,22627.97137,4308.728239,0.467605325,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-propylpyridinium,bis((trifluoromethyl)sulfonyl)amide,CCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Liu, Q.-S.; Yang, M.; Li, P.-P.; Sun, S.-S.; Welz-Biermann, U.; Tan, Z.-C.; Zhang, Q.-G. (2011) J. Chem. Eng. Data 56(11), 4094-4101.",synthesized by the authors
tetraethylammonium stearate,ABbdFc,tnHMP,49332.20763,987422.8593,0.002245916,CC[N+](CC)(CC)CC.CCCCCCCCCCCCCCCCCC(=O)[O-],tetraethylammonium,stearate,CC[N+](CC)(CC)CC,CCCCCCCCCCCCCCCCCC(=O)[O-],"Myrdek, Thomas; Popescu, Crisan; Kunz, Werner (2021) J. Mol. Liq. 322, 114947.",synthesized by the authors
tetrabutylammonium stearate,ABxHEV,PudIm,46175.01184,208363.4648,0.001693789,CCCC[N+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCCCCCCC(=O)[O-],tetrabutylammonium,stearate,CCCC[N+](CCCC)(CCCC)CCCC,CCCCCCCCCCCCCCCCCC(=O)[O-],"Myrdek, Thomas; Popescu, Crisan; Kunz, Werner (2021) J. Mol. Liq. 322, 114947.",synthesized by the authors
1-ethyl-3-methylimidazolium acetate,AAgmaR,RUjQM,37328.66031,1003115.247,0.289260142,CCN1C=C[N+](=C1)C.CC(=O)[O-],1-ethyl-3-methylimidazolium,acetate,CCN1C=C[N+](=C1)C,CC(=O)[O-],"Oliveira, F. S.; Rebelo, L. P. N.; Marrucho, I. M. (2015) J. Chem. Eng. Data 60(3), 781-789.",commercial source
"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",ABUcyg,JUpzZ,21320.63754,4283.450226,0.787719853,Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dimethylimidazolium",bis((trifluoromethyl)sulfonyl)amide,CN1C=C[N+](=C1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Papovic, Snezana; Gadzuric, Slobodan; Bester-Rogac, Marija; Jovic, Branislav; Vranes, Milan (2018) J. Chem. Thermodyn. 116, 330-340.",commercial source
N-butyltropinium L-glutamate,ABOMgM,kWnZI,89307.73929,14759536792.0,3.33e-06,N[C@@H](CCC(=O)O)C(=O)[O-].[H][C@]12CC[C@]([H])(C[C@H](O)C1)[N+]2(C)CCCC,N-butyltropinium,L-glutamate,N[C@@H](CCC(=O)O)C(=O)[O-],C(CC(=O)O)C(C(=O)O)N,"Peng, L.; Wang, Z.; Zhu, H.; Zeng, T.; Zhou, W.; Yao, S.; Song, H. (2021) J. Mol. Liq. 342, 116938.",synthesized by the authors
N-methyl-N-butylpyrrolidinium cyano(trifluoromethanesulfonyl)imide,ABIhFX,IaQiy,24958.29131,10940.3891,0.463752224,CCCC[N+]1(C)CCCC1.N#C[N-]S(=O)(=O)C(F)(F)F,N-methyl-N-butylpyrrolidinium,cyano(trifluoromethanesulfonyl)imide,CCCC[N+]1(C)CCCC1,N#C[N-]S(=O)(=O)C(F)(F)F,"Penley, Drace; Wang, Xiaoyu; Lee, Yun-Yang; Garaga, Mounesha N.; Ghahremani, Raziyeh; Greenbaum, Steve; Maginn, Edward J.; Gurkan, Burcu (2022) J. Chem. Eng. Data 67(8), 1810-1823.",commercial source
1-ethyl-3-methylimidazolium acetate,AAgmaR,hTpyV,38997.47236,1992404.245,0.293045955,CCN1C=C[N+](=C1)C.CC(=O)[O-],1-ethyl-3-methylimidazolium,acetate,CCN1C=C[N+](=C1)C,CC(=O)[O-],"Pereiro, A. B.; Araujo, J. M. M.; Oliveira, F. S.; Bernardes, C. E. S.; Esperanca, J. M. S. S.; Lopes, J. N. C.; Marrucho, I. M.; Rebelo, L. P. N. (2012) Chem. Commun. 48, 3656-3658.",commercial source
1-ethyl-3-methylimidazolium ethyl sulfate,AAtWDT,Wlpzo,31253.03287,113080.2926,0.378257711,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium,ethyl,CCN1C=C[N+](=C1)C,C[CH2],"Pereiro, A. B.; Araujo, J. M. M.; Oliveira, F. S.; Bernardes, C. E. S.; Esperanca, J. M. S. S.; Lopes, J. N. C.; Marrucho, I. M.; Rebelo, L. P. N. (2012) Chem. Commun. 48, 3656-3658.",commercial source
tributyldecylphosphonium bis(trifluoromethanesulfonyl)imide,ACPxLp,HsYZT,36041.05963,48330.74997,0.023428891,CCCCCCCCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributyldecylphosphonium,bis(trifluoromethanesulfonyl)imide,CCCCCCCCCC[P+](CCCC)(CCCC)CCCC,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Philippi, F.; Rauber, D.; Zapp, J.; Hempelmann, R. (2017) Phys. Chem. Chem. Phys. 19(34), 23015-23023.",synthesized by the authors
tributyloctylphosphonium bis(trifluoromethanesulfonyl)imide,ACKcGh,qLyhK,33724.50225,25185.24037,0.031084234,CCCCCCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributyloctylphosphonium,bis(trifluoromethanesulfonyl)imide,CCCCCCCC[P+](CCCC)(CCCC)CCCC,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Philippi, F.; Rauber, D.; Zapp, J.; Hempelmann, R. (2017) Phys. Chem. Chem. Phys. 19(34), 23015-23023.",synthesized by the authors
tributylhexylphosphonium bis(trifluoromethanesulfonyl)imide,ACFIOg,kwerG,34075.47928,37580.90359,0.04025959,CCCCCC[P+](CCCC)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,tributylhexylphosphonium,bis(trifluoromethanesulfonyl)imide,CCCCCC[P+](CCCC)(CCCC)CCCC,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Philippi, F.; Rauber, D.; Zapp, J.; Hempelmann, R. (2017) Phys. Chem. Chem. Phys. 19(34), 23015-23023.",synthesized by the authors
(2-ethoxyethyl)tributylphosphonium trifluoromethanesulfonate,ABdgRB,rUOmi,38567.20975,165859.602,0.029018959,CCCC[P+](CCCC)(CCCC)CCOCC.O=S(=O)([O-])C(F)(F)F,(2-ethoxyethyl)tributylphosphonium,trifluoromethanesulfonate,CCCC[P+](CCCC)(CCCC)CCOCC,C(F)(F)(F)S(=O)(=O)[O-],"Philippi, F.; Rauber, D.; Zapp, J.; Hempelmann, R. (2017) Phys. Chem. Chem. Phys. 19(34), 23015-23023.",synthesized by the authors
(2-ethoxyethyl)tributylphosphonium bis(trifluoromethanesulfonyl)imide,ACCrqV,PBaSq,31844.44174,29875.24065,0.078722008,CCCC[P+](CCCC)(CCCC)CCOCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(2-ethoxyethyl)tributylphosphonium,bis(trifluoromethanesulfonyl)imide,CCCC[P+](CCCC)(CCCC)CCOCC,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Philippi, F.; Rauber, D.; Zapp, J.; Hempelmann, R. (2017) Phys. Chem. Chem. Phys. 19(34), 23015-23023.",synthesized by the authors
(2-ethoxyethyl)tributylphosphonium methanesulfonate,ABTNsu,pgldC,45941.52315,1267028.157,0.011317012,CCCC[P+](CCCC)(CCCC)CCOCC.CS(=O)(=O)[O-],(2-ethoxyethyl)tributylphosphonium,methanesulfonate,CCCC[P+](CCCC)(CCCC)CCOCC,CS(=O)(=O)[O-],"Philippi, F.; Rauber, D.; Zapp, J.; Hempelmann, R. (2017) Phys. Chem. Chem. Phys. 19(34), 23015-23023.",synthesized by the authors
(2-ethoxyethyl)tributylphosphonium trifluoroacetate,ABWkbC,CBvZT,35410.47794,76658.85268,0.047925846,CCCC[P+](CCCC)(CCCC)CCOCC.O=C([O-])C(F)(F)F,(2-ethoxyethyl)tributylphosphonium,trifluoroacetate,CCCC[P+](CCCC)(CCCC)CCOCC,C(=O)(C(F)(F)F)[O-],"Philippi, F.; Rauber, D.; Zapp, J.; Hempelmann, R. (2017) Phys. Chem. Chem. Phys. 19(34), 23015-23023.",synthesized by the authors
triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide,ABuTny,jFFkU,30777.41336,22981.87059,0.09313562,CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethyloctylphosphonium,bis(trifluoromethylsulfonyl)imide,CCCCCCCC[P+](CC)(CC)CC,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Philippi, F.; Rauber, D.; Zapp, J.; Hempelmann, R. (2017) Phys. Chem. Chem. Phys. 19(34), 23015-23023.",synthesized by the authors
triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,ABmOjS,oALnR,28372.32912,15924.54749,0.170283869,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethyl(pentyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,CCCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Philippi, F.; Rauber, D.; Zapp, J.; Hempelmann, R. (2017) Phys. Chem. Chem. Phys. 19(34), 23015-23023.",synthesized by the authors
(2-ethoxyethyl)triethylphosphonium bis(trifluoromethanesulfonyl)imide,ABmiGQ,PtdOY,24035.73742,5597.527851,0.34425713,CCOCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,(2-ethoxyethyl)triethylphosphonium,bis(trifluoromethanesulfonyl)imide,CCOCC[P+](CC)(CC)CC,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"Philippi, F.; Rauber, D.; Zapp, J.; Hempelmann, R. (2017) Phys. Chem. Chem. Phys. 19(34), 23015-23023.",synthesized by the authors
